Year Month,ANZSOC Division,Police District,vict_sum,vict_cnt
2019-06-01,Theft and Related Offences,Counties/Manukau,1346,766
2019-06-01,Theft and Related Offences,Eastern,741,392
2019-06-01,Theft and Related Offences,Northland,351,213
2019-06-01,Theft and Related Offences,Southern,367,276
2019-06-01,Theft and Related Offences,Tasman,260,191
2019-06-01,Theft and Related Offences,Waikato,904,507
2019-06-01,Theft and Related Offences,Waitemata,1045,513
2019-06-01,Theft and Related Offences,Wellington,1214,630
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,561,73
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,499,84
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,661,74
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,494,90
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,657,84
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,370,55
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,213,32
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,227,58
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,125,35
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,465,86
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,476,66
2019-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,476,103
2019-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,1,1
2019-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,2,2
2019-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,4,4
2019-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,5,4
2019-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,5,5
2019-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,6,6
2019-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2019-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2019-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,4,4
2019-07-01,Acts Intended to Cause Injury,Auckland City,262,229
2019-07-01,Acts Intended to Cause Injury,Bay Of Plenty,484,385
2019-07-01,Acts Intended to Cause Injury,Canterbury,336,259
2019-07-01,Acts Intended to Cause Injury,Central,470,392
2019-07-01,Acts Intended to Cause Injury,Counties/Manukau,604,533
2019-07-01,Acts Intended to Cause Injury,Eastern,298,228
2019-07-01,Acts Intended to Cause Injury,Northland,167,149
2019-07-01,Acts Intended to Cause Injury,Southern,220,191
2019-07-01,Acts Intended to Cause Injury,Tasman,134,117
2019-07-01,Acts Intended to Cause Injury,Waikato,416,354
2019-07-01,Acts Intended to Cause Injury,Waitemata,295,253
2019-07-01,Acts Intended to Cause Injury,Wellington,476,423
2019-07-01,"Robbery, Extortion and Related Offences",Auckland City,48,46
2019-07-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,16,16
2019-07-01,"Robbery, Extortion and Related Offences",Canterbury,21,16
2019-07-01,"Robbery, Extortion and Related Offences",Central,17,15
2019-07-01,"Robbery, Extortion and Related Offences",Counties/Manukau,54,52
2019-07-01,"Robbery, Extortion and Related Offences",Eastern,13,12
2019-07-01,"Robbery, Extortion and Related Offences",Northland,9,7
2019-07-01,"Robbery, Extortion and Related Offences",Southern,5,5
2019-07-01,"Robbery, Extortion and Related Offences",Tasman,9,8
2019-07-01,"Robbery, Extortion and Related Offences",Waikato,34,31
2019-07-01,"Robbery, Extortion and Related Offences",Waitemata,21,19
2019-07-01,"Robbery, Extortion and Related Offences",Wellington,14,13
2019-07-01,Sexual Assault and Related Offences,Auckland City,36,33
2019-07-01,Sexual Assault and Related Offences,Bay Of Plenty,47,42
2019-07-01,Sexual Assault and Related Offences,Canterbury,67,54
2019-07-01,Sexual Assault and Related Offences,Central,52,47
2019-07-01,Sexual Assault and Related Offences,Counties/Manukau,53,51
2019-07-01,Sexual Assault and Related Offences,Eastern,30,27
2019-07-01,Sexual Assault and Related Offences,Northland,31,27
2019-07-01,Sexual Assault and Related Offences,Southern,27,26
2019-07-01,Sexual Assault and Related Offences,Tasman,25,22
2019-07-01,Sexual Assault and Related Offences,Waikato,44,42
2019-07-01,Sexual Assault and Related Offences,Waitemata,34,31
2019-07-01,Sexual Assault and Related Offences,Wellington,42,39
2019-07-01,Theft and Related Offences,Auckland City,1596,688
2019-07-01,Theft and Related Offences,Bay Of Plenty,997,615
2019-07-01,Theft and Related Offences,Canterbury,1691,636
2019-07-01,Theft and Related Offences,Central,971,516
2019-07-01,Theft and Related Offences,Counties/Manukau,1599,913
2019-07-01,Theft and Related Offences,Eastern,618,339
2019-07-01,Theft and Related Offences,Northland,436,252
2019-07-01,Theft and Related Offences,Not Specified,1,1
2019-07-01,Theft and Related Offences,Southern,471,326
2019-07-01,Theft and Related Offences,Tasman,236,162
2019-07-01,Theft and Related Offences,Waikato,1146,572
2019-07-01,Theft and Related Offences,Waitemata,1077,545
2019-07-01,Theft and Related Offences,Wellington,1277,620
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,645,76
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,469,91
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,772,72
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,492,79
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,697,77
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,333,54
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,281,44
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,252,59
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,126,35
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,591,81
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,463,72
2019-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,534,102
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,3,3
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,4,4
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,5,5
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,3,3
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,3,3
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,4,4
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,1,1
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,3,3
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,5,4
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,6,6
2019-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,3,3
2019-08-01,Acts Intended to Cause Injury,Auckland City,270,244
2019-08-01,Acts Intended to Cause Injury,Bay Of Plenty,547,445
2019-08-01,Acts Intended to Cause Injury,Canterbury,388,313
2019-08-01,Acts Intended to Cause Injury,Central,437,375
2019-08-01,Acts Intended to Cause Injury,Counties/Manukau,662,585
2019-08-01,Acts Intended to Cause Injury,Eastern,380,310
2019-08-01,Acts Intended to Cause Injury,Northland,162,150
2019-08-01,Acts Intended to Cause Injury,Southern,221,184
2019-08-01,Acts Intended to Cause Injury,Tasman,149,136
2019-08-01,Acts Intended to Cause Injury,Waikato,446,367
2019-08-01,Acts Intended to Cause Injury,Waitemata,355,317
2019-08-01,Acts Intended to Cause Injury,Wellington,493,435
2019-08-01,"Robbery, Extortion and Related Offences",Auckland City,44,39
2019-08-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,18,16
2019-08-01,"Robbery, Extortion and Related Offences",Canterbury,36,27
2019-08-01,"Robbery, Extortion and Related Offences",Central,20,19
2019-08-01,"Robbery, Extortion and Related Offences",Counties/Manukau,65,60
2019-08-01,"Robbery, Extortion and Related Offences",Eastern,13,12
2019-08-01,"Robbery, Extortion and Related Offences",Northland,10,10
2019-08-01,"Robbery, Extortion and Related Offences",Southern,6,6
2019-08-01,"Robbery, Extortion and Related Offences",Tasman,4,4
2019-08-01,"Robbery, Extortion and Related Offences",Waikato,23,21
2019-08-01,"Robbery, Extortion and Related Offences",Waitemata,16,16
2019-08-01,"Robbery, Extortion and Related Offences",Wellington,26,22
2019-08-01,Sexual Assault and Related Offences,Auckland City,35,35
2019-08-01,Sexual Assault and Related Offences,Bay Of Plenty,72,68
2019-08-01,Sexual Assault and Related Offences,Canterbury,85,74
2019-08-01,Sexual Assault and Related Offences,Central,54,47
2019-08-01,Sexual Assault and Related Offences,Counties/Manukau,62,53
2019-08-01,Sexual Assault and Related Offences,Eastern,37,35
2019-08-01,Sexual Assault and Related Offences,Northland,33,27
2019-08-01,Sexual Assault and Related Offences,Southern,37,33
2019-08-01,Sexual Assault and Related Offences,Tasman,15,14
2019-08-01,Sexual Assault and Related Offences,Waikato,65,55
2019-08-01,Sexual Assault and Related Offences,Waitemata,34,31
2019-08-01,Sexual Assault and Related Offences,Wellington,55,51
2019-08-01,Theft and Related Offences,Auckland City,1599,729
2019-08-01,Theft and Related Offences,Bay Of Plenty,1048,618
2019-08-01,Theft and Related Offences,Canterbury,1539,639
2019-08-01,Theft and Related Offences,Central,1117,608
2019-08-01,Theft and Related Offences,Counties/Manukau,1532,871
2019-08-01,Theft and Related Offences,Eastern,653,352
2019-08-01,Theft and Related Offences,Northland,440,251
2019-08-01,Theft and Related Offences,Southern,520,355
2019-08-01,Theft and Related Offences,Tasman,273,204
2019-08-01,Theft and Related Offences,Waikato,1229,604
2019-08-01,Theft and Related Offences,Waitemata,1318,627
2019-08-01,Theft and Related Offences,Wellington,1295,620
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,669,79
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,588,110
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,772,89
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,591,100
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,677,83
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,319,51
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,304,54
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,208,70
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,162,45
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,598,79
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,458,64
2019-08-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,525,100
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,4,4
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,3,3
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,6,6
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,5,5
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,5,5
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,3,3
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,1,1
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,2,2
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,3,3
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,1,1
2019-09-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,3,3
2019-09-01,Acts Intended to Cause Injury,Auckland City,273,241
2019-09-01,Acts Intended to Cause Injury,Bay Of Plenty,542,443
2019-09-01,Acts Intended to Cause Injury,Canterbury,365,277
2019-09-01,Acts Intended to Cause Injury,Central,440,396
2019-09-01,Acts Intended to Cause Injury,Counties/Manukau,725,606
2019-09-01,Acts Intended to Cause Injury,Eastern,343,280
2019-09-01,Acts Intended to Cause Injury,Northland,183,168
2019-09-01,Acts Intended to Cause Injury,Southern,253,203
2019-09-01,Acts Intended to Cause Injury,Tasman,138,120
2019-09-01,Acts Intended to Cause Injury,Waikato,432,377
2019-09-01,Acts Intended to Cause Injury,Waitemata,348,310
2019-09-01,Acts Intended to Cause Injury,Wellington,529,459
2019-09-01,"Robbery, Extortion and Related Offences",Auckland City,34,27
2019-09-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,20,16
2019-09-01,"Robbery, Extortion and Related Offences",Canterbury,35,23
2019-09-01,"Robbery, Extortion and Related Offences",Central,25,23
2019-09-01,"Robbery, Extortion and Related Offences",Counties/Manukau,72,68
2019-09-01,"Robbery, Extortion and Related Offences",Eastern,25,19
2019-09-01,"Robbery, Extortion and Related Offences",Northland,18,16
2019-09-01,"Robbery, Extortion and Related Offences",Southern,17,17
2019-09-01,"Robbery, Extortion and Related Offences",Tasman,6,6
2019-09-01,"Robbery, Extortion and Related Offences",Waikato,31,28
2019-09-01,"Robbery, Extortion and Related Offences",Waitemata,22,19
2019-09-01,"Robbery, Extortion and Related Offences",Wellington,27,27
2019-09-01,Sexual Assault and Related Offences,Auckland City,41,40
2019-09-01,Sexual Assault and Related Offences,Bay Of Plenty,43,37
2019-09-01,Sexual Assault and Related Offences,Canterbury,83,68
2019-09-01,Sexual Assault and Related Offences,Central,55,51
2019-09-01,Sexual Assault and Related Offences,Counties/Manukau,73,71
2019-09-01,Sexual Assault and Related Offences,Eastern,31,29
2019-09-01,Sexual Assault and Related Offences,Northland,24,20
2019-09-01,Sexual Assault and Related Offences,Southern,42,36
2019-09-01,Sexual Assault and Related Offences,Tasman,25,25
2019-09-01,Sexual Assault and Related Offences,Waikato,46,40
2019-09-01,Sexual Assault and Related Offences,Waitemata,45,43
2019-09-01,Sexual Assault and Related Offences,Wellington,44,44
2019-09-01,Theft and Related Offences,Auckland City,1639,695
2019-09-01,Theft and Related Offences,Bay Of Plenty,1198,676
2019-09-01,Theft and Related Offences,Canterbury,1481,588
2019-09-01,Theft and Related Offences,Central,1088,564
2019-09-01,Theft and Related Offences,Counties/Manukau,1450,793
2019-09-01,Theft and Related Offences,Eastern,722,367
2019-09-01,Theft and Related Offences,Northland,491,261
2019-09-01,Theft and Related Offences,Southern,482,325
2019-09-01,Theft and Related Offences,Tasman,307,191
2019-09-01,Theft and Related Offences,Waikato,1240,588
2019-09-01,Theft and Related Offences,Waitemata,1130,562
2019-09-01,Theft and Related Offences,Wellington,1283,647
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,623,72
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,562,114
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,739,81
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,537,86
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,748,90
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,339,52
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,248,44
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,216,55
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,165,41
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,624,84
2019-09-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,532,75
